TimeStamp,Read,Write,Stripe
2902,83,0,1
2903,28,0,1
2904,83,0,1
2905,28,0,1
2906,83,0,1
2907,28,0,1
2908,83,0,1
2909,28,0,1
2910,83,0,1
2911,28,0,1
2912,83,0,1
2913,28,0,1
2914,83,0,1
2915,28,0,1
2916,83,0,1
2917,28,0,1
2918,83,0,1
2919,28,0,1
2920,83,0,1
2921,28,0,1
2922,83,0,1
2923,28,0,1
2924,83,0,1
2925,8,0,1
2926,83,0,1
2927,28,0,1
2928,83,0,1
2929,28,0,1
2930,296,0,1
2931,28,0,1
2932,294,0,1
2933,28,0,1
2934,294,0,1
2935,28,0,1
2936,294,0,1
2937,28,0,1
2938,294,0,1
2939,28,0,1
2940,294,0,1
2941,28,0,1
2942,294,0,1
2943,28,0,1
2944,294,0,1
2945,28,0,1
2946,294,0,1
2947,28,0,1
2948,294,0,1
2949,28,0,1
2950,294,0,1
2951,28,0,1
2952,296,0,1
2953,28,0,1
2954,296,0,1
2955,28,0,1
2956,296,0,1
2957,28,0,1
2958,296,0,1
2959,28,0,1
2960,296,0,1
2961,28,0,1
2962,296,0,1
2963,28,0,1
2964,296,0,1
2965,28,0,1
2966,296,0,1
2967,28,0,1
2968,296,0,1
2969,28,0,1
2970,296,0,1
2971,28,0,1
2972,296,0,1
2973,28,0,1
2974,296,0,1
2975,28,0,1
2976,296,0,1
2977,28,0,1
2978,296,0,1
2979,28,0,1
2980,296,0,1
2981,28,0,1
2982,296,0,1
2983,28,0,1
2984,296,0,1
2985,28,0,1
2986,296,0,1
2987,28,0,1
2988,296,0,1
2989,28,0,1
2990,296,0,1
2991,28,0,1
2992,296,0,1
2993,296,0,1
2994,28,0,1
2995,8,0,1
2996,28,0,1
2997,8,0,1
2998,28,0,1
2999,8,0,1
3000,28,0,1
3001,8,0,1
3002,28,0,1
3003,8,0,1
3004,28,0,1
3005,8,0,1
3006,28,0,1
3007,8,0,1
3008,28,0,1
3009,8,0,1
3010,28,0,1
3011,8,0,1
3012,28,0,1
3013,8,0,1
3014,28,0,1
3015,8,0,1
3016,28,0,1
3017,8,0,1
3018,28,0,1
3019,8,0,1
3020,28,0,1
3021,8,0,1
3022,28,0,1
3023,8,0,1
3024,28,0,1
3025,8,0,1
3026,28,0,1
3027,8,0,1
3028,28,0,1
3029,8,0,1
3030,28,0,1
3031,8,0,1
3032,28,0,1
3033,8,0,1
3034,28,0,1
3035,8,0,1
3036,28,0,1
3037,8,0,1
3038,28,0,1
3039,8,0,1
3040,28,0,1
3041,8,0,1
3042,28,0,1
3043,8,0,1
3044,28,0,1
3045,8,0,1
3046,28,0,1
3047,8,0,1
3048,28,0,1
3049,8,0,1
3050,28,0,1
3051,8,0,1
3052,28,0,1
3053,8,0,1
3054,28,0,1
3055,8,0,1
3056,28,0,1
3057,8,0,1
3058,8,0,1
3059,4096,0,1
3060,4096,0,1
3061,28,0,1
3062,8,0,1
3063,4096,0,1
3064,28,0,1
3065,8,0,1
3066,28,0,1
3067,8,0,1
3068,28,0,1
3069,8,0,1
3070,28,0,1
3071,8,0,1
3072,28,0,1
3073,8,0,1
3074,28,0,1
3075,8,0,1
3076,28,0,1
3077,8,0,1
3078,28,0,1
3079,8,0,1
3080,28,0,1
3081,8,0,1
3082,28,0,1
3083,8,0,1
3084,28,0,1
3085,8,0,1
3086,28,0,1
3087,8,0,1
3088,28,0,1
3089,8,0,1
3090,28,0,1
3091,8,0,1
3092,28,0,1
3093,8,0,1
3094,28,0,1
3095,8,0,1
3096,28,0,1
3097,8,0,1
3098,28,0,1
3099,8,0,1
3100,28,0,1
3101,8,0,1
3102,28,0,1
3103,8,0,1
3104,28,0,1
3105,8,0,1
3106,28,0,1
3107,8,0,1
3108,28,0,1
3109,8,0,1
3110,28,0,1
3111,8,0,1
3112,28,0,1
3113,8,0,1
3114,28,0,1
3115,8,0,1
3116,28,0,1
3117,8,0,1
3118,28,0,1
3119,8,0,1
3120,28,0,1
3121,8,0,1
3122,28,0,1
3123,8,0,1
3124,28,0,1
3125,8,0,1
3126,8,0,1
3127,28,0,1
3128,5,0,1
3129,28,0,1
3130,5,0,1
3131,28,0,1
3132,5,0,1
3133,28,0,1
3134,5,0,1
3135,28,0,1
3136,5,0,1
3137,28,0,1
3138,5,0,1
3139,28,0,1
3140,5,0,1
3141,28,0,1
3142,5,0,1
3143,28,0,1
3144,28,0,1
3145,28,0,1
3146,28,0,1
3147,28,0,1
3148,28,0,1
3149,5,0,1
3150,28,0,1
3151,5,0,1
3152,28,0,1
3153,5,0,1
3154,28,0,1
3155,5,0,1
3156,28,0,1
3157,5,0,1
3158,28,0,1
3159,5,0,1
3160,28,0,1
3161,5,0,1
3162,28,0,1
3163,5,0,1
3164,28,0,1
3165,5,0,1
3166,28,0,1
3167,5,0,1
3168,28,0,1
3169,5,0,1
3170,4096,0,1
3171,4096,0,1
3172,4096,0,1
3173,28,0,1
3174,5,0,1
3175,28,0,1
3176,5,0,1
3177,28,0,1
3178,5,0,1
3179,28,0,1
3180,5,0,1
3181,28,0,1
3182,5,0,1
3183,28,0,1
3184,28,0,1
3185,28,0,1
3186,28,0,1
3187,5,0,1
3188,28,0,1
3189,5,0,1
3190,28,0,1
3191,5,0,1
3192,28,0,1
3193,5,0,1
3194,4096,0,1
3195,4096,0,1
3196,4096,0,1
3197,4096,0,1
3198,4096,0,1
3199,4096,0,1
3200,4096,0,1
3201,4096,0,1
3202,4096,0,1
3203,28,0,1
3204,28,0,1
3205,5,0,1
3206,28,0,1
3207,28,0,1
3208,28,0,1
3209,28,0,1
3210,28,0,1
3211,28,0,1
3212,28,0,1
3213,28,0,1
3214,28,0,1
3215,5,0,1
3216,4096,0,1
3217,4096,0,1
3218,4096,0,1
3219,4096,0,1
3220,4096,0,1
3221,4096,0,1
3222,4096,0,1
3223,4096,0,1
3224,4096,0,1
3225,28,0,1
3226,5,0,1
3227,28,0,1
3228,28,0,1
3229,4096,0,1
3230,4096,0,1
3231,4096,0,1
3232,4096,0,1
3233,4096,0,1
3234,4096,0,1
3235,4096,0,1
3236,4096,0,1
3237,4096,0,1
3238,4096,0,1
3239,4096,0,1
3240,28,0,1
3241,28,0,1
3242,4096,0,1
3243,4096,0,1
3244,28,0,1
3245,28,0,1
3246,28,0,1
3247,28,0,1
3248,28,0,1
3249,28,0,1
3250,4096,0,1
3251,4096,0,1
3252,4096,0,1
3253,4096,0,1
3254,4096,0,1
3255,4096,0,1
3256,4096,0,1
3257,4096,0,1
3258,4096,0,1
3259,4096,0,1
3260,4096,0,1
3261,4096,0,1
3262,4096,0,1
3263,4096,0,1
3264,4096,0,1
3265,4096,0,1
3266,4096,0,1
3267,4096,0,1
3268,4096,0,1
3269,4096,0,1
3270,4096,0,1
3271,4096,0,1
3272,4096,0,1
3273,4096,0,1
3274,4096,0,1
3275,4096,0,1
3276,4096,0,1
3277,28,0,1
3278,4096,0,1
3279,4096,0,1
3280,4096,0,1
3281,4096,0,1
3282,4096,0,1
3283,4096,0,1
3284,4096,0,1
3285,4096,0,1
3286,4096,0,1
3287,4096,0,1
3288,4096,0,1
3289,4096,0,1
3290,4096,0,1
3291,4096,0,1
3292,4096,0,1
3293,4096,0,1
3294,4096,0,1
3295,4096,0,1
3296,4096,0,1
3297,4096,0,1
3298,4096,0,1
3299,4096,0,1
3300,4096,0,1
3301,4096,0,1
3302,4096,0,1
3303,4096,0,1
3304,28,0,1
3305,28,0,1
3306,4096,0,1
3307,4096,0,1
3308,4096,0,1
3309,28,0,1
3310,5,0,1
3311,4096,0,1
3312,4096,0,1
3313,4096,0,1
3314,5,0,1
3315,28,0,1
3316,28,0,1
3317,4096,0,1
3318,4096,0,1
3319,4096,0,1
3320,0,0,1
